32,33,32,33,32,33,36,37,36,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255
33,32,33,32,33,48,-1,-1,152,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255
32,33,32,33,32,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255
33,32,33,32,33,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255
32,33,32,33,32,81,65,64,65,64,65,64,65,64,64,65,64,65,64,65,64,64,65,64,65,64,65,64,65,64,65
33,32,33,32,32,33,32,33,32,32,33,32,33,32,33,32,32,33,32,33,32,33,32,32,33,32,33,32,33,32,33
32,33,32,33,32,32,33,32,33,32,32,33,32,33,32,33,32,32,33,32,33,32,33,32,32,33,32,33,32,33,32
33,32,33,32,33,32,32,33,32,33,32,32,33,32,33,32,33,32,32,33,32,33,32,33,32,32,33,32,33,32,33
2
18,4,33,0,0,0,0,0
23,26,173,0,0,0,0,0
0
0
1
0,0,0
0
